tick,e1_monomer_count_direct_state_read,complex1_delta_MG_041_062_429_PENTAMER,complex2_delta_MG_041_069_429_PENTAMER,any_complex_delta_total,any_complex_changed,pinched
11182,1,0,0,0,0,0
11183,1,0,0,0,0,0
11184,1,0,0,0,0,0
11185,1,0,0,0,0,0
11186,1,0,0,0,0,0
11187,1,0,0,0,0,0
11188,1,0,0,1,1,0
11189,1,0,0,-1,1,0
11190,1,0,0,0,0,0
11191,1,0,0,0,0,0
11192,1,0,0,0,0,0
11193,1,0,0,0,0,0
11194,1,0,0,0,0,0
11195,1,0,0,0,0,0
11196,1,0,0,0,0,0
11197,1,0,0,2,1,0
11198,1,0,0,-2,1,0
11199,1,0,0,0,0,0
11200,1,0,0,0,0,0
11201,1,0,0,0,0,0
11202,1,0,0,0,0,0
11203,1,0,0,1,1,0
11204,1,0,0,-1,1,0
11205,1,0,0,0,0,0
11206,1,0,0,1,1,0
11207,1,0,0,-1,1,0
11208,1,0,0,0,0,0
11209,1,0,0,0,0,0
11210,1,0,0,0,0,0
11211,1,0,0,0,0,0
11212,1,0,0,0,0,0
11213,1,0,0,0,0,0
11214,1,0,0,0,0,0
11215,1,0,0,0,0,0
11216,1,0,0,0,0,0
11217,1,0,0,0,0,0
11218,1,0,0,0,0,0
11219,1,0,0,0,0,0
11220,1,0,0,0,0,0
11221,1,0,0,1,1,0
11222,1,0,0,1,1,0
11223,1,0,0,-2,1,0
11224,1,0,0,0,0,0
11225,1,0,0,0,0,0
11226,1,0,0,0,0,0
11227,1,0,0,0,0,0
11228,1,0,0,0,0,0
11229,1,0,0,0,0,0
11230,1,0,0,0,0,0
11231,1,0,0,1,1,0
11232,1,0,0,-1,1,0
11233,1,0,0,0,0,0
11234,1,0,0,0,0,0
11235,1,0,0,0,0,0
11236,1,0,0,0,0,0
11237,1,0,0,0,0,0
11238,1,0,0,0,0,0
11239,1,0,0,0,0,0
11240,1,0,0,0,0,0
11241,1,0,0,0,0,0
11242,1,0,0,0,0,0
11243,1,0,0,0,0,0
11244,1,0,0,0,0,0
11245,1,0,0,0,0,0
11246,1,0,0,0,0,0
11247,1,0,0,0,0,0
11248,1,0,0,0,0,0
11249,1,0,0,0,0,0
11250,1,0,0,1,1,0
11251,1,0,0,-1,1,0
11252,1,0,0,0,0,0
11253,1,0,0,0,0,0
11254,1,0,0,2,1,0
11255,1,0,0,-2,1,0
11256,1,0,0,0,0,0
11257,1,0,0,0,0,0
11258,1,0,0,0,0,0
11259,1,0,0,0,0,0
11260,1,0,0,0,0,0
11261,1,0,0,1,1,0
11262,1,0,0,-1,1,0
11263,1,0,0,0,0,0
11264,1,0,0,0,0,0
11265,1,0,0,0,0,0
11266,1,0,0,0,0,0
11267,1,0,0,0,0,0
11268,1,0,0,0,0,0
11269,1,0,0,0,0,0
11270,1,0,0,0,0,0
11271,1,0,0,0,0,0
11272,1,0,0,0,0,0
11273,1,0,0,0,0,0
11274,1,0,0,0,0,0
11275,1,0,0,0,0,0
11276,1,0,0,0,0,0
11277,1,0,0,3,1,0
11278,1,0,0,-2,1,0
11279,1,0,0,-1,1,0
11280,1,0,0,0,0,0
11281,1,0,0,0,0,0
11282,1,0,0,0,0,0
11283,1,0,0,0,0,0
11284,1,0,0,0,0,0
11285,1,0,0,0,0,0
11286,1,0,0,0,0,0
11287,1,0,0,0,0,0
11288,1,0,0,0,0,0
11289,1,0,0,0,0,0
11290,1,0,0,0,0,0
11291,1,0,0,0,0,0
11292,1,0,0,0,0,0
11293,1,0,0,0,0,0
11294,1,0,0,0,0,0
11295,1,0,0,1,1,0
11296,1,0,0,-1,1,0
11297,1,0,0,0,0,0
11298,1,0,0,0,0,0
11299,1,0,0,0,0,0
11300,1,0,0,0,0,0
11301,1,0,0,0,0,0
11302,1,0,0,1,1,0
11303,1,0,0,-1,1,0
11304,1,0,0,0,0,0
11305,1,0,0,0,0,0
11306,1,0,0,0,0,0
11307,1,0,0,0,0,0
11308,1,0,0,0,0,0
11309,1,0,0,0,0,0
11310,1,0,0,0,0,0
11311,1,0,0,0,0,0
11312,1,0,0,0,0,0
11313,1,0,0,0,0,0
11314,1,0,0,0,0,0
11315,1,0,0,0,0,0
11316,1,0,0,0,0,0
11317,1,0,0,2,1,0
11318,1,0,0,-2,1,0
11319,1,0,0,0,0,0
11320,1,0,0,0,0,0
11321,1,0,0,0,0,0
11322,1,0,0,0,0,0
11323,1,0,0,0,0,0
11324,1,0,0,0,0,0
11325,1,0,0,0,0,0
11326,1,0,0,0,0,0
11327,1,0,0,0,0,0
11328,1,0,0,0,0,0
11329,1,0,0,0,0,0
11330,1,0,0,0,0,0
11331,1,0,0,0,0,0
11332,1,0,0,1,1,0
11333,1,0,0,-1,1,0
11334,1,0,0,0,0,0
11335,1,0,0,0,0,0
11336,1,0,0,0,0,0
11337,1,0,0,0,0,0
11338,1,0,0,0,0,0
11339,1,0,0,0,0,0
11340,1,0,0,0,0,0
11341,1,0,0,0,0,0
11342,1,0,0,0,0,0
11343,1,0,0,0,0,0
11344,1,0,0,0,0,0
11345,1,0,0,0,0,0
11346,1,0,0,0,0,0
11347,1,0,0,0,0,0
11348,1,0,0,0,0,0
11349,1,0,0,0,0,0
11350,1,0,0,1,1,0
11351,1,0,0,0,1,0
11352,1,0,0,-1,1,0
11353,1,0,0,0,0,0
11354,1,0,0,0,0,0
11355,1,0,0,0,0,0
11356,1,0,0,0,0,0
11357,1,0,0,0,0,0
11358,1,0,0,0,0,0
11359,1,0,0,0,0,0
11360,1,0,0,0,0,0
11361,1,0,0,0,0,0
11362,1,0,0,1,1,0
11363,1,0,0,-1,1,0
11364,1,0,0,0,0,0
11365,1,0,0,2,1,0
11366,1,0,0,-2,1,0
11367,1,0,0,2,1,0
11368,1,0,0,-2,1,0
11369,1,0,0,0,0,0
11370,1,0,0,0,0,0
11371,1,0,0,0,0,0
11372,1,0,0,0,0,0
11373,1,0,0,0,0,0
11374,1,0,0,0,0,0
11375,1,0,0,0,0,0
11376,1,0,0,0,0,0
11377,1,0,0,0,0,0
11378,1,0,0,0,0,0
11379,1,0,0,0,0,0
11380,1,0,0,0,0,0
11381,1,0,0,0,0,0
11382,1,0,0,0,0,0
11383,1,0,0,1,1,0
11384,1,0,0,-1,1,0
11385,1,0,0,0,0,0
11386,1,0,0,0,0,0
11387,1,0,0,1,1,0
11388,1,0,0,-1,1,0
11389,1,0,0,0,0,0
11390,1,0,0,0,0,0
11391,1,0,0,0,0,0
11392,1,0,0,0,0,0
11393,1,0,0,0,0,0
11394,1,0,0,0,0,0
11395,1,0,0,0,0,0
11396,1,0,0,2,1,0
11397,1,0,0,-2,1,0
11398,1,0,0,0,0,0
11399,1,0,0,0,0,0
11400,1,0,0,0,0,0
11401,1,0,0,0,0,0
11402,1,0,0,0,0,0
11403,1,0,0,0,0,0
11404,1,0,0,0,0,0
11405,1,0,0,0,0,0
11406,1,0,0,0,0,0
11407,1,0,0,1,1,0
11408,1,0,0,-1,1,0
11409,1,0,0,0,0,0
11410,1,0,0,0,0,0
11411,1,0,0,0,0,0
11412,1,0,0,0,0,0
11413,1,0,0,0,0,0
11414,1,0,0,0,0,0
11415,1,0,0,0,0,0
11416,1,0,0,0,0,0
11417,1,0,0,0,0,0
11418,1,0,0,0,0,0
11419,1,0,0,0,0,0
11420,1,0,0,0,0,0
11421,1,0,0,0,0,0
11422,1,0,0,0,0,0
11423,1,0,0,0,0,0
11424,1,0,0,1,1,0
11425,1,0,0,-1,1,0
11426,1,0,0,0,0,0
11427,1,0,0,0,0,0
11428,1,0,0,0,0,0
11429,1,0,0,0,0,0
11430,1,0,0,0,0,0
11431,1,0,0,0,0,0
11432,1,0,0,0,0,0
11433,1,0,0,0,0,0
11434,1,0,0,3,1,0
11435,1,0,0,-3,1,0
11436,1,0,0,0,0,0
11437,1,0,0,0,0,0
11438,1,0,0,0,0,0
11439,1,0,0,0,0,0
11440,1,0,0,0,0,0
11441,1,0,0,0,0,0
11442,1,0,0,0,0,0
11443,1,0,0,0,0,0
11444,1,0,0,0,0,0
11445,1,0,0,0,0,0
11446,1,0,0,1,1,0
11447,1,0,0,-1,1,0
11448,1,0,0,1,1,0
11449,1,0,0,-1,1,0
11450,1,0,0,0,0,0
11451,1,0,0,0,0,0
11452,1,0,0,0,0,0
11453,1,0,0,0,0,0
11454,1,0,0,0,0,0
11455,1,0,0,0,0,0
11456,1,0,0,0,0,0
11457,1,0,0,1,1,0
11458,1,0,0,-1,1,0
11459,1,0,0,0,0,0
11460,1,0,0,1,1,0
11461,1,0,0,-1,1,0
11462,1,0,0,0,0,0
11463,1,0,0,0,0,0
11464,1,0,0,0,0,0
11465,1,0,0,0,0,0
11466,1,0,0,0,0,0
11467,1,0,0,0,0,0
11468,1,0,0,0,0,0
11469,1,0,0,0,0,0
11470,1,0,0,0,0,0
11471,1,0,0,0,0,0
11472,1,0,0,0,0,0
11473,1,0,0,0,0,0
11474,1,0,0,0,0,0
11475,1,0,0,0,0,0
11476,1,0,0,0,0,0
11477,1,0,0,0,0,0
11478,1,0,0,0,0,0
11479,1,0,0,0,0,0
11480,1,0,0,0,0,0
11481,1,0,0,0,0,0
11482,1,0,0,0,0,0
11483,1,0,0,0,0,0
11484,1,0,0,0,0,0
11485,1,0,0,0,0,0
11486,1,0,0,0,0,0
11487,1,0,0,0,0,0
11488,1,0,0,0,0,0
11489,1,0,0,0,0,0
11490,1,0,0,0,0,0
11491,1,0,0,0,0,0
11492,1,0,0,0,0,0
11493,1,0,0,0,0,0
11494,1,0,0,1,1,0
11495,1,0,0,-1,1,0
11496,1,0,0,0,0,0
11497,1,0,0,0,0,0
11498,1,0,0,0,0,0
11499,1,0,0,0,0,0
11500,1,0,0,0,0,0
11501,1,0,0,0,0,0
11502,1,0,0,0,0,0
11503,1,0,0,0,0,0
11504,1,0,0,0,0,0
11505,1,0,0,1,1,0
11506,1,0,0,-1,1,0
11507,1,0,0,1,1,0
11508,1,0,0,-1,1,0
11509,1,0,0,0,0,0
11510,1,0,0,0,0,0
11511,1,0,0,0,0,0
11512,1,0,0,0,0,0
11513,1,0,0,0,0,0
11514,1,0,0,1,1,0
11515,1,0,0,-1,1,0
11516,1,0,0,0,0,0
11517,1,0,0,0,0,0
11518,1,0,0,0,0,0
11519,1,0,0,0,0,0
11520,1,0,0,1,1,0
11521,1,0,0,-1,1,0
11522,1,0,0,1,1,0
11523,1,0,0,-1,1,0
11524,1,0,0,0,0,0
11525,1,0,0,1,1,0
11526,1,0,0,-1,1,0
11527,1,0,0,1,1,0
11528,1,0,0,-1,1,0
11529,1,0,0,0,0,0
11530,1,0,0,0,0,0
11531,1,0,0,0,0,0
11532,1,0,0,0,0,0
11533,1,0,0,0,0,0
11534,1,0,0,0,0,0
11535,1,0,0,0,0,0
11536,1,0,0,0,0,0
11537,1,0,0,2,1,0
11538,1,0,0,-2,1,0
11539,1,0,0,0,0,0
11540,1,0,0,0,0,0
11541,1,0,0,0,0,0
11542,1,0,0,0,0,0
11543,1,0,0,0,0,0
11544,1,0,0,0,0,0
11545,1,0,0,0,0,0
11546,1,0,0,0,0,0
11547,1,0,0,0,0,0
11548,1,0,0,0,0,0
11549,1,0,0,0,0,0
11550,1,0,0,0,0,0
11551,1,0,0,0,0,0
11552,1,0,0,0,0,0
11553,1,0,0,0,0,0
11554,1,0,0,0,0,0
11555,1,0,0,0,0,0
11556,1,0,0,0,0,0
11557,1,0,0,0,0,0
11558,1,0,0,0,0,0
11559,1,0,0,0,0,0
11560,1,0,0,0,0,0
11561,1,0,0,0,0,0
11562,1,0,0,0,0,0
11563,1,0,0,0,0,0
11564,1,0,0,0,0,0
11565,1,0,0,0,0,0
11566,1,0,0,0,0,0
11567,1,0,0,0,0,0
11568,1,0,0,0,0,0
11569,1,0,0,0,0,0
11570,1,0,0,0,0,0
11571,1,0,0,0,0,0
11572,1,0,0,0,0,0
11573,1,0,0,0,0,0
11574,1,0,0,0,0,0
11575,1,0,0,0,0,0
11576,1,0,0,0,0,0
11577,1,0,0,0,0,0
11578,1,0,0,0,0,0
11579,1,0,0,0,0,0
11580,1,0,0,0,0,0
11581,1,0,0,1,1,0
11582,1,0,0,-1,1,0
11583,1,0,0,0,0,0
11584,1,0,0,0,0,0
11585,1,0,0,0,0,0
11586,1,0,0,0,0,0
11587,1,0,0,0,0,0
11588,1,0,0,0,0,0
11589,1,0,0,0,0,0
11590,1,0,0,0,0,0
11591,1,0,0,0,0,0
11592,1,0,0,0,0,0
11593,1,0,0,0,0,0
11594,1,0,0,0,0,0
11595,1,0,0,0,0,0
11596,1,0,0,0,0,0
11597,1,0,0,0,0,0
11598,1,0,0,0,0,0
11599,1,0,0,0,0,0
11600,1,0,0,0,0,0
11601,1,0,0,0,0,0
11602,1,0,0,0,0,0
11603,1,0,0,0,0,0
11604,1,0,0,0,0,0
11605,1,0,0,0,0,0
11606,1,0,0,0,0,0
11607,1,0,0,0,0,0
11608,1,0,0,0,0,0
11609,1,0,0,0,0,0
11610,1,0,0,0,0,0
11611,1,0,0,0,0,0
11612,1,0,0,0,0,0
11613,1,0,0,1,1,0
11614,1,0,0,-1,1,0
11615,1,0,0,0,0,0
11616,1,0,0,0,0,0
11617,1,0,0,2,1,0
11618,1,0,0,-2,1,0
11619,1,0,0,0,0,0
11620,1,0,0,0,0,0
11621,1,0,0,0,0,0
11622,1,0,0,0,0,0
11623,1,0,0,0,0,0
11624,1,0,0,0,0,0
11625,1,0,0,0,0,0
11626,1,0,0,0,0,0
11627,1,0,0,0,0,0
11628,1,0,0,0,0,0
11629,1,0,0,0,0,0
11630,1,0,0,0,0,0
11631,1,0,0,0,0,0
11632,1,0,0,0,0,0
11633,1,0,0,0,0,0
11634,1,0,0,0,0,0
11635,1,0,0,0,0,0
11636,1,0,0,1,1,0
11637,1,0,0,-1,1,0
11638,1,0,0,0,0,0
11639,1,0,0,0,0,0
11640,1,0,0,0,0,0
11641,1,0,0,0,0,0
11642,1,0,0,0,0,0
11643,1,0,0,0,0,0
11644,1,0,0,0,0,0
11645,1,0,0,0,0,0
11646,1,0,0,0,0,0
11647,1,0,0,0,0,0
11648,1,0,0,0,0,0
11649,1,0,0,0,0,0
11650,1,0,0,2,1,0
11651,1,0,0,-2,1,0
11652,1,0,0,0,0,0
11653,1,0,0,0,0,0
11654,1,0,0,0,0,0
11655,1,0,0,0,0,0
11656,1,0,0,0,0,0
11657,1,0,0,0,0,0
11658,1,0,0,0,0,0
11659,1,0,0,1,1,0
11660,1,0,0,-1,1,0
11661,1,0,0,0,0,0
11662,1,0,0,0,0,0
11663,1,0,0,0,0,0
11664,1,0,0,0,0,0
11665,1,0,0,0,0,0
11666,1,0,0,0,0,0
11667,1,0,0,0,0,0
11668,1,0,0,0,0,0
11669,1,0,0,0,0,0
11670,1,0,0,0,0,0
11671,1,0,0,1,1,0
11672,1,0,0,-1,1,0
11673,1,0,0,0,0,0
11674,1,0,0,0,0,0
11675,1,0,0,0,0,0
11676,1,0,0,0,0,0
11677,1,0,0,0,0,0
11678,1,0,0,0,0,0
11679,1,0,0,0,0,0
11680,1,0,0,0,0,0
11681,1,0,0,0,0,0
11682,1,0,0,0,0,0
11683,1,0,0,1,1,0
11684,1,0,0,-1,1,0
11685,1,0,0,0,0,0
11686,1,0,0,0,0,0
11687,1,0,0,0,0,0
11688,1,0,0,0,0,0
11689,1,0,0,0,0,0
11690,1,0,0,0,0,0
11691,1,0,0,0,0,0
11692,1,0,0,0,0,0
11693,1,0,0,0,0,0
11694,1,0,0,0,0,0
11695,1,0,0,0,0,0
11696,1,0,0,1,1,0
11697,1,0,0,-1,1,0
11698,1,0,0,1,1,0
11699,1,0,0,-1,1,0
11700,1,0,0,0,0,0
11701,1,0,0,0,0,0
11702,1,0,0,0,0,0
11703,1,0,0,0,0,0
11704,1,0,0,0,0,0
11705,1,0,0,0,0,0
11706,1,0,0,0,0,0
11707,1,0,0,0,0,0
11708,1,0,0,0,0,0
11709,1,0,0,0,0,0
11710,1,0,0,0,0,0
11711,1,0,0,0,0,0
11712,1,0,0,0,0,0
11713,1,0,0,0,0,0
11714,1,0,0,0,0,0
11715,1,0,0,0,0,0
11716,1,0,0,0,0,0
11717,1,0,0,0,0,0
11718,1,0,0,0,0,0
11719,1,0,0,2,1,0
11720,1,0,0,-2,1,0
11721,1,0,0,0,0,0
11722,1,0,0,0,0,0
11723,1,0,0,1,1,0
11724,1,0,0,-1,1,0
11725,1,0,0,1,1,0
11726,1,0,0,-1,1,0
11727,1,0,0,0,0,0
11728,1,0,0,0,0,0
11729,1,0,0,0,0,0
11730,1,0,0,0,0,0
11731,1,0,0,0,0,0
11732,1,0,0,0,0,0
11733,1,0,0,0,0,0
11734,1,0,0,0,0,0
11735,1,0,0,0,0,0
11736,1,0,0,0,0,0
11737,1,0,0,0,0,0
11738,1,0,0,0,0,0
11739,1,0,0,0,0,0
11740,1,0,0,0,0,0
11741,1,0,0,0,0,0
11742,1,0,0,0,0,0
11743,1,0,0,0,0,0
11744,1,0,0,0,0,0
11745,1,0,0,0,0,0
11746,1,0,0,0,0,0
11747,1,0,0,0,0,0
11748,1,0,0,0,0,0
11749,1,0,0,0,0,0
11750,1,0,0,0,0,0
11751,1,0,0,0,0,0
11752,1,0,0,0,0,0
11753,1,0,0,0,0,0
11754,1,0,0,0,0,0
11755,1,0,0,0,0,0
11756,1,0,0,0,0,0
11757,1,0,0,0,0,0
11758,1,0,0,0,0,0
11759,1,0,0,0,0,0
11760,1,0,0,0,0,0
11761,1,0,0,0,0,0
11762,1,0,0,0,0,0
11763,1,0,0,0,0,0
11764,1,0,0,0,0,0
11765,1,0,0,0,0,0
11766,1,0,0,0,0,0
11767,1,0,0,0,0,0
11768,1,0,0,0,0,0
11769,1,0,0,0,0,0
11770,1,0,0,0,0,0
11771,2,0,0,0,0,0
11775,0,0,0,1,1,0
11776,0,0,0,-1,1,0
11778,0,0,0,2,1,0
11779,0,0,0,-2,1,0
11797,0,0,0,1,1,0
11798,0,0,0,-1,1,0
11800,0,0,0,0,0,0
11811,0,0,0,1,1,0
11812,0,0,0,-1,1,0
11818,0,0,0,1,1,0
11819,0,0,0,-1,1,0
11825,0,0,0,0,0,0
11835,0,0,0,1,1,0
11836,0,0,0,-1,1,0
11838,0,0,0,1,1,0
11839,0,0,0,-1,1,0
11845,0,0,0,1,1,0
11846,0,0,0,-1,1,0
11850,0,0,0,0,0,0
11857,0,0,0,1,1,0
11858,0,0,0,-1,1,0
11869,0,0,0,1,1,0
11870,0,0,0,-1,1,0
11875,0,0,0,0,0,0
11880,0,0,0,2,1,0
11881,0,0,0,-2,1,0
11885,0,0,0,1,1,0
11886,0,0,0,-1,1,0
11895,0,0,0,1,1,0
11896,0,0,0,-1,1,0
11899,0,0,0,1,1,0
11900,0,0,0,-1,1,0
11902,0,0,0,1,1,0
11903,0,0,0,-1,1,0
11920,0,0,0,1,1,0
11921,0,0,0,-1,1,0
11925,0,0,0,0,0,0
11950,0,0,0,0,0,0
11965,0,0,0,1,1,0
11966,0,0,0,0,1,0
11967,0,0,0,-1,1,0
11973,0,0,0,1,1,0
11974,0,0,0,-1,1,0
11975,0,0,0,0,0,0
11993,0,0,0,1,1,0
11994,0,0,0,-1,1,0
12000,0,0,0,0,0,0
12001,0,0,0,1,1,0
12002,0,0,0,-1,1,0
12007,0,0,0,2,1,0
12008,0,0,0,-2,1,0
12010,0,0,0,1,1,0
12011,0,0,0,-1,1,0
12025,0,0,0,0,0,0
12030,0,0,0,2,1,0
12031,0,0,0,-2,1,0
12033,0,0,0,1,1,0
12034,0,0,0,-1,1,0
12047,0,0,0,1,1,0
12048,0,0,0,-1,1,0
12050,0,0,0,0,0,0
12068,0,0,0,1,1,0
12069,0,0,0,-1,1,0
12075,0,0,0,0,0,0
12080,0,0,0,1,1,0
12081,0,0,0,-1,1,0
12096,0,0,0,1,1,0
12097,0,0,0,-1,1,0
12100,0,0,0,0,0,0
12102,0,0,0,1,1,0
12103,0,0,0,-1,1,0
12109,0,0,0,1,1,0
12110,0,0,0,-1,1,0
12111,0,0,0,2,1,0
12112,0,0,0,-2,1,0
12121,0,0,0,1,1,0
12122,0,0,0,-1,1,0
12125,0,0,0,0,0,0
12127,0,0,0,2,1,0
12128,0,0,0,-2,1,0
12133,0,0,0,1,1,0
12134,0,0,0,-1,1,0
12147,0,0,0,1,1,0
12148,0,0,0,-1,1,0
12150,0,0,0,0,0,0
12164,0,0,0,1,1,0
12165,0,0,0,-1,1,0
12172,0,0,0,1,1,0
12173,0,0,0,-1,1,0
12175,0,0,0,0,0,0
12180,0,0,0,1,1,0
12181,0,0,0,-1,1,0
12194,0,0,0,3,1,0
12195,0,0,0,-3,1,0
12200,0,0,0,0,0,0
12211,0,0,0,1,1,0
12212,0,0,0,-1,1,0
12225,0,0,0,0,0,0
12232,0,0,0,1,1,0
12233,0,0,0,-1,1,0
12250,0,0,0,0,0,0
12260,0,0,0,1,1,0
12261,0,0,0,-1,1,0
12275,0,0,0,0,0,0
12280,0,0,0,1,1,0
12281,0,0,0,-1,1,0
12289,1,0,0,0,0,0
12290,1,0,0,1,1,0
12291,1,0,0,-1,1,0
12292,1,0,0,0,0,0
12293,1,0,0,0,0,0
12294,1,0,0,0,0,0
12295,1,0,0,0,0,0
12296,1,0,0,0,0,0
12297,1,0,0,0,0,0
12298,1,0,0,0,0,0
12299,1,0,0,0,0,0
12300,1,0,0,0,0,0
12301,1,0,0,0,0,0
12302,1,0,0,0,0,0
12303,1,0,0,0,0,0
12304,1,0,0,0,0,0
12305,1,0,0,0,0,0
12306,1,0,0,0,0,0
12307,1,0,0,0,0,0
12308,1,0,0,0,0,0
12309,1,0,0,0,0,0
12310,1,0,0,1,1,0
12311,1,0,0,0,1,0
12312,1,0,0,-1,1,0
12313,1,0,0,0,0,0
12314,1,0,0,0,0,0
12315,1,0,0,0,0,0
12316,1,0,0,0,0,0
12317,1,0,0,0,0,0
12318,1,0,0,0,0,0
12319,1,0,0,0,0,0
12320,1,0,0,0,0,0
12321,1,0,0,0,0,0
12322,1,0,0,0,0,0
12323,1,0,0,0,0,0
12324,1,0,0,0,0,0
12325,1,0,0,0,0,0
12326,1,0,0,0,0,0
12327,1,0,0,0,0,0
12328,1,0,0,0,0,0
12329,1,0,0,0,0,0
12330,1,0,0,0,0,0
12331,1,0,0,0,0,0
12332,1,0,0,0,0,0
12333,1,0,0,0,0,0
12334,1,0,0,0,0,0
12335,1,0,0,0,0,0
12336,1,0,0,0,0,0
12337,1,0,0,0,0,0
12338,1,0,0,0,0,0
12339,1,0,0,0,0,0
12340,1,0,0,0,0,0
12341,1,0,0,0,0,0
12342,1,0,0,0,0,0
12343,1,0,0,0,0,0
12344,1,0,0,0,0,0
12345,1,0,0,2,1,0
12346,1,0,0,-2,1,0
12347,1,0,0,0,0,0
12348,1,0,0,0,0,0
12349,1,0,0,0,0,0
12350,1,0,0,0,0,0
12351,1,0,0,0,0,0
12352,1,0,0,0,0,0
12353,1,0,0,0,0,0
12354,1,0,0,0,0,0
12355,1,0,0,0,0,0
12356,1,0,0,0,0,0
12357,1,0,0,0,0,0
12358,1,0,0,0,0,0
12359,1,0,0,0,0,0
12360,1,0,0,1,1,0
12361,1,0,0,-1,1,0
12362,1,0,0,0,0,0
12363,1,0,0,0,0,0
12364,1,0,0,0,0,0
12365,1,0,0,0,0,0
12366,1,0,0,0,0,0
12367,1,0,0,0,0,0
12368,1,0,0,0,0,0
12369,1,0,0,0,0,0
12370,1,0,0,0,0,0
12371,1,0,0,0,0,0
12372,1,0,0,1,1,0
12373,1,0,0,-1,1,0
12374,1,0,0,0,0,0
12375,1,0,0,0,0,0
12376,1,0,0,0,0,0
12377,1,0,0,0,0,0
12378,1,0,0,0,0,0
12379,1,0,0,0,0,0
12380,1,0,0,0,0,0
12381,1,0,0,0,0,0
12382,1,0,0,0,0,0
12383,1,0,0,0,0,0
12384,1,0,0,0,0,0
12385,1,0,0,0,0,0
12386,1,0,0,0,0,0
12387,1,0,0,0,0,0
12388,1,0,0,0,0,0
12389,1,0,0,0,0,0
12390,1,0,0,0,0,0
12391,1,0,0,0,0,0
12392,1,0,0,0,0,0
12393,1,0,0,0,0,0
12394,1,0,0,0,0,0
12395,1,0,0,0,0,0
12396,1,0,0,0,0,0
12397,1,0,0,0,0,0
12398,1,0,0,0,0,0
12399,1,0,0,0,0,0
12400,1,0,0,1,1,0
12401,1,0,0,0,1,0
12402,1,0,0,-1,1,0
12403,1,0,0,1,1,0
12404,1,0,0,-1,1,0
12405,1,0,0,0,0,0
12406,1,0,0,0,0,0
12407,1,0,0,1,1,0
12408,1,0,0,-1,1,0
12409,1,0,0,0,0,0
12410,1,0,0,0,0,0
12411,1,0,0,0,0,0
12412,1,0,0,0,0,0
12413,1,0,0,0,0,0
12414,1,0,0,0,0,0
12415,1,0,0,0,0,0
12416,1,0,0,0,0,0
12417,1,0,0,0,0,0
12418,1,0,0,0,0,0
12419,1,0,0,0,0,0
12420,1,0,0,0,0,0
12421,1,0,0,0,0,0
12422,1,0,0,0,0,0
12423,1,0,0,0,0,0
12424,1,0,0,0,0,0
12425,1,0,0,0,0,0
12426,1,0,0,0,0,0
12427,1,0,0,0,0,0
12428,1,0,0,0,0,0
12429,1,0,0,0,0,0
12430,1,0,0,0,0,0
12431,1,0,0,0,0,0
12432,1,0,0,0,0,0
12433,1,0,0,0,0,0
12434,1,0,0,0,0,0
12435,1,0,0,0,0,0
12436,1,0,0,0,0,0
12437,1,0,0,0,0,0
12438,1,0,0,0,0,0
12439,1,0,0,0,0,0
12440,1,0,0,0,0,0
12441,1,0,0,0,0,0
12442,1,0,0,0,0,0
12443,1,0,0,0,0,0
12444,1,0,0,0,0,0
12445,1,0,0,0,0,0
12446,1,0,0,1,1,0
12447,1,0,0,0,1,0
12448,1,0,0,-1,1,0
12449,1,0,0,0,0,0
12450,1,0,0,0,0,0
12451,1,0,0,0,0,0
12452,1,0,0,0,0,0
12453,1,0,0,0,0,0
12454,1,0,0,0,0,0
12455,1,0,0,0,0,0
12456,1,0,0,0,0,0
12457,1,0,0,2,1,0
12458,1,0,0,-2,1,0
12459,1,0,0,0,0,0
12460,1,0,0,0,0,0
12461,1,0,0,0,0,0
12462,1,0,0,0,0,0
12463,1,0,0,0,0,0
12464,1,0,0,0,0,0
12465,1,0,0,0,0,0
12466,1,0,0,0,0,0
12467,1,0,0,0,0,0
12468,1,0,0,1,1,0
12469,1,0,0,-1,1,0
12470,1,0,0,0,0,0
12471,1,0,0,1,1,0
12472,1,0,0,-1,1,0
12473,1,0,0,1,1,0
12474,1,0,0,-1,1,0
12475,1,0,0,0,0,0
12476,1,0,0,0,0,0
12477,1,0,0,0,0,0
12478,1,0,0,0,0,0
12479,1,0,0,0,0,0
12480,1,0,0,0,0,0
12481,1,0,0,0,0,0
12482,1,0,0,0,0,0
12483,1,0,0,0,0,0
12484,1,0,0,0,0,0
12485,1,0,0,0,0,0
12486,1,0,0,0,0,0
12487,1,0,0,0,0,0
12488,1,0,0,0,0,0
12489,1,0,0,0,0,0
12490,1,0,0,0,0,0
12491,1,0,0,0,0,0
12492,1,0,0,0,0,0
12493,1,0,0,0,0,0
12494,1,0,0,0,0,0
12495,1,0,0,0,0,0
12496,1,0,0,0,0,0
12497,1,0,0,0,0,0
12498,1,0,0,0,0,0
12499,1,0,0,0,0,0
12500,1,0,0,0,0,0
12501,1,0,0,0,0,0
12502,1,0,0,0,0,0
12503,1,0,0,0,0,0
12504,1,0,0,0,0,0
12505,1,0,0,0,0,0
12506,1,0,0,0,0,0
12507,1,0,0,0,0,0
12508,1,0,0,0,0,0
12509,1,0,0,0,0,0
12510,1,0,0,0,0,0
12511,1,0,0,0,0,0
12512,1,0,0,0,0,0
